#############################################
# term	total document / document frequency #
#############################################
消瘦	597.0
消退	416.511627907
消亡	471.315789474
消息	7.88292253521
消息报	1119.375
消协	639.642857143
消炎	344.423076923
消肿	995.0
硝	778.695652174
硝酸盐	2985.0
硝烟	358.2
硝烟弥漫	995.0
销毁	416.511627907
销量	114.076433121
销售	12.1341463415
销售额	87.3658536585
销售量	271.363636364
销售商	995.0
销售员	716.4
小	3.55075337034
小便	559.6875
小蔡	1377.69230769
小肠	688.846153846
小陈	1990.0
小吃	319.821428571
小岛	2558.57142857
小道	814.090909091
小动作	526.764705882
小儿	337.924528302
小费	526.764705882
小分队	639.642857143
小幅	314.210526316
小腹	1628.18181818
小姑娘	344.423076923
小国	484.054054054
小巷	577.741935484
小郝	5970.0
小黄	1377.69230769
小霍	5970.0
小家电	1279.28571429
小将	127.928571429
小姐	44.8872180451
小静	2985.0
小口径	1377.69230769
小李	459.230769231
小梁	5970.0
小林	1119.375
小刘	1119.375
小路	447.75
小罗	814.090909091
小妹	3582.0
小牛	331.666666667
小钱	895.5
小区	194.673913043
小泉	459.230769231
小人	381.063829787
小沈	4477.5
小时	11.2783375315
小事	126.126760563
小数	1628.18181818
小说	72.8048780488
小说家	716.4
小松山	4477.5
小孙	5970.0
小天	1791.0
小王	484.054054054
小谢	5970.0
小心	53.622754491
小心翼翼	284.285714286
小型	75.5696202532
小徐	2558.57142857
小学	54.6036585366
小学生	213.214285714
小叶	1119.375
小袁	2985.0
小灶	2238.75
小张	597.0
小镇	205.862068966
小周	1628.18181818
小坐	3582.0
晓得	597.0
晓静	4477.5
晓洋	5970.0
孝	381.063829787
效	115.548387097
效果	14.3624699278
效力	116.298701299
效率	29.6033057851
效能	162.818181818
效应	46.1597938144
校	17.0247148289
校长	65.6043956044
校对	778.695652174
校方	337.924528302
校风	1119.375
校服	1279.28571429
校歌	4477.5
校际	2238.75
校领导	852.857142857
校门	325.636363636
校名	895.5
校内	259.565217391
校庆	1279.28571429
校舍	663.333333333
校外	471.315789474
校训	2558.57142857
校园	46.1597938144
校址	942.631578947
笑	24.0080428954
笑话	154.396551724
笑容	121.836734694
肖恩	995.0
肖启伟	2558.57142857
肖战波	2558.57142857
些	12.2503419973
歇	314.210526316
协调	28.0281690141
协定	238.8
协和	279.84375
协会	28.2938388626
协商	68.0988593156
协同	79.2477876106
协议	23.5039370079
协议书	279.84375
协作	91.8461538462
愶	36.7008196721
携带	46.3989637306
携手	157.105263158
斜	69.1505791506
斜射	2558.57142857
斜线	2238.75
缬	135.681818182
谐	39.3626373626
邪	92.3195876289
邪恶	447.75
鞋	124.375
鞋底	1119.375
鞋刷	5970.0
鞋子	308.793103448
写	10.2871912694
写道	138.837209302
写景	1628.18181818
写信	221.111111111
写字楼	199.0
写作	59.7
卸	47.380952381
卸任	559.6875
卸妆	1279.28571429
械	22.5283018868
泄	18.5788381743
泄密	542.727272727
泻	60.9183673469
谢	47.6329787234
谢长廷	3582.0
谢尔	778.695652174
谢菲	2238.75
谢晖	995.0
谢明	4477.5
谢幕	471.315789474
谢谢	74.9372384937
谢杏芳	271.363636364
心	10.6480380499
心病	407.045454545
心得	255.857142857
心电图	663.333333333
心功能	1377.69230769
心慌	381.063829787
心机	895.5
心肌	526.764705882
心肌梗塞	852.857142857
心肌炎	2558.57142857
心悸	639.642857143
心绞痛	1279.28571429
心旷神怡	1053.52941176
心理	11.8609271523
心理学	76.5384615385
心里	24.3673469388
心力衰竭	1791.0
心灵	61.1262798635
心律	814.090909091
心目	85.6937799043
心脑血管	484.054054054
心脑血管病	1990.0
心切	389.347826087
心情	27.0953101362
心思	128.848920863
心态	25.6223175966
心跳	252.253521127
心想	331.666666667
心血管	132.666666667
心眼	447.75
心仪	229.615384615
心脏	96.8108108108
心脏病	128.848920863
心中	35.606361829
心中有数	407.045454545
新	2.70462096043
新编	597.0
新兵	471.315789474
新陈代谢	210.705882353
新春	663.333333333
新德里	617.586206897
新高	84.8815165877
新股	942.631578947
新华社	27.8538102644
新华网	22.4436090226
新机	895.5
新建	124.375
新疆	61.3356164384
新疆班	2985.0
新景点	1492.5
新科	895.5
新款	542.727272727
新郎	381.063829787
新浪	218.414634146
新老交替	1990.0
新年伊始	995.0
新娘	238.8
新品	255.857142857
新人	86.9417475728
新生	125.244755245
新生儿	389.347826087
新式	164.311926606
新手	995.0
新文化	426.428571429
新闻	11.9161676647
新闻社	436.829268293
新闻网	223.875
新闻学	746.25
新西兰	201.235955056
新鲜	43.3656174334
新宪公	4477.5
新兴	61.9723183391
新型	27.1775417299
新秀	497.5
新药	218.414634146
新跃升	4477.5
新泽西	852.857142857
新增	78.5526315789
新作	895.5
欣赏	43.5766423358
欣喜若狂	1119.375
欣欣向荣	746.25
芯	34.98046875
芯片	93.28125
薪	32.2122302158
薪金	203.522727273
薪水	57.9611650485
薪资	158.495575221
辛	47.1315789474
辛黛瑞拉	5970.0
辛亥革命	398.0
辛苦	79.9553571429
辛辣	426.428571429
辛里奇	2985.0
辛勤	284.285714286
辛苑薇	2985.0
鑫茂	2985.0
锌	59.5016611296
信	14.7650453421
信贷	275.538461538
信道	1194.0
信德	4477.5
信奉	192.580645161
信函	308.793103448
信号	50.0279329609
信号弹	1053.52941176
信赖	196.813186813
信赖感	3582.0
信任	41.8457943925
信托	436.829268293
信息	6.60641829583
信息产业部	133.656716418
信息化	61.5463917526
信息网	267.313432836
信息学	3582.0
信心	25.154494382
信仰	102.931034483
衅	93.7696335079
兴	41.3625866051
兴冲冲	663.333333333
兴奋	40.9839816934
兴奋性	2558.57142857
兴建	175.588235294
兴趣	17.4561403509
兴业银行	3582.0
惺	47.8877005348
星	36.7008196721
星巴克	1119.375
星级	122.671232877
星罗棋布	688.846153846
星期	55.4489164087
星条旗	1791.0
猩	67.8409090909
腥	39.1903719912
刑	94.7619047619
刑法	298.5
刑法学	1791.0
刑事诉讼法	942.631578947
型	9.79223619464
型材	3582.0
型号	85.6937799043
形	27.3018292683
形成	8.7451171875
形而上	852.857142857
形容词	559.6875
形势	28.1603773585
形式	13.6509146341
形态	74.625
形态各异	2558.57142857
形象	21.1202830189
硎	41.3625866051
醒	48.6684782609
姓	43.6829268293
姓名	54.4376899696
幸	33.7288135593
幸福	40.4288939052
幸运	70.2352941176
幸运儿	716.4
性	5.67850348763
性爱	314.210526316
性别	90.0
性病	303.559322034
性感	177.326732673
性高潮	1194.0
性格	33.1666666667
性行为	373.125
性激素	639.642857143
性交	407.045454545
性命	221.111111111
性能	36.9278350515
性情	298.5
性骚扰	895.5
性生活	170.571428571
性腺	716.4
性欲	252.253521127
性质	32.7422303473
杏花	2558.57142857
杏仁	895.5
兄	53.7837837838
兄长	1053.52941176
兄弟	63.7366548043
凶	49.6121883657
凶狠	559.6875
匈奴	663.333333333
胸	74.625
胸部	238.8
胸骨	2985.0
胸腔	1377.69230769
胸罩	1990.0
熊	124.375
熊猫电子集团	5970.0
熊市	542.727272727
熊焱	3582.0
熊掌	1194.0
雄	120.201342282
雄风	484.054054054
雄伟	381.063829787
雄鹰	1053.52941176
休假	208.255813953
休克	484.054054054
休斯	814.090909091
休斯顿	2238.75
休息	29.6033057851
休息室	381.063829787
休闲	52.6764705882
休闲游	639.642857143
休闲装	1377.69230769
休战	1377.69230769
修	50.593220339
修辞	663.333333333
修订	77.8695652174
修改	44.2222222222
修建	107.891566265
修理	196.813186813
修炼	381.063829787
修缮	559.6875
馐	41.1724137931
嗅	511.714285714
秀才	814.090909091
秀发	1492.5
秀丽	314.210526316
秀美	663.333333333
嘘声	1492.5
胥金章	1990.0
虚	75.2521008403
虚词	1492.5
虚火	1194.0
虚假	44.2222222222
虚拟	122.671232877
虚荣心	447.75
虚弱	252.253521127
虚伪	325.636363636
需	11.3498098859
需求	11.7212041885
需求量	158.495575221
需要	3.96063688633
须	29.0746753247
须知	398.0
徐斌忠	5970.0
徐兵河	2985.0
徐才厚	2558.57142857
徐冠华	2985.0
徐弘	942.631578947
徐镜人	2238.75
徐静蕾	1628.18181818
徐亮	1628.18181818
徐霞客	814.090909091
徐云龙	2558.57142857
徐震纲	1990.0
徐直军	2558.57142857
徐智模	5970.0
许	59.8996655518
许博	2558.57142857
许多	6.78666161425
许宏涛	1990.0
许可	101.761363636
许可证	172.211538462
许荣茂	1791.0
许伟武	2985.0
许晓	688.846153846
许晓书	426.428571429
许昱华	1279.28571429
诩	61.5463917526
叙利亚	639.642857143
叙事	459.230769231
叙述	172.211538462
序号	238.8
序列	267.313432836
旭飞	4477.5
续	74.3153526971
续订	5970.0
续航	746.25
续航力	1791.0
续期	1492.5
蓄积	1194.0
酗	215.78313253
喧闹	511.714285714
宣	365.510204082
宣布	14.0912667191
宣称	78.5526315789
宣传	21.6304347826
宣传周	2238.75
宣工	2558.57142857
宣讲	344.423076923
宣言	194.673913043
谖	61.1262798635
悬念	138.837209302
悬停	1791.0
悬崖	559.6875
玄	319.821428571
选	16.2818181818
选拔	67.3308270677
选材	639.642857143
选举	113.35443038
选课	1990.0
选派	484.054054054
选手	51.4655172414
选送	852.857142857
选题	373.125
选项	179.1
选修	577.741935484
选修课	1119.375
选用	104.736842105
选择	5.71474154435
选择题	218.414634146
渲染	192.580645161
薛	497.5
薛申	1492.5
薛石民	2558.57142857
靴	526.764705882
学	9.61352657005
学非	3582.0
学费	68.358778626
学分	213.214285714
学分制	663.333333333
学风	663.333333333
学府	319.821428571
学好	895.5
学会	35.325443787
学籍	436.829268293
学界	190.531914894
学科	49.3388429752
学历	32.0967741935
学年	298.5
学派	663.333333333
学期	153.076923077
学前教育	716.4
学生	10.0223838836
学生会	542.727272727
学识	407.045454545
学士	112.641509434
学术	43.7897310513
学术界	221.111111111
学说	255.857142857
学徒工	5970.0
学位	59.1089108911
学问	121.013513514
学习	9.95553085047
学校	11.3786531131
学学	778.695652174
学业	100.055865922
学以致用	688.846153846
学员	98.9502762431
学院	20.3986332574
学杂费	559.6875
学者	33.2899628253
学制	381.063829787
学子	138.837209302
穴位	1377.69230769
雪山	331.666666667
雪野	3582.0
血	30.4591836735
血常规	1492.5
血管	90.0
血红	942.631578947
血浆	1279.28571429
血库	1628.18181818
血块	2238.75
血流	814.090909091
血清	497.5
血栓	1119.375
血丝	1053.52941176
血糖	298.5
血小板	995.0
血腥	344.423076923
血型	688.846153846
血性	426.428571429
血循环	2985.0
血压	167.38317757
血样	2238.75
血液	48.5365853659
血友病	2558.57142857
血缘	351.176470588
血脂	325.636363636
血肿	4477.5
勋章	526.764705882
熏	245.342465753
寻常	175.588235294
寻觅	293.606557377
寻求	39.9776785714
寻找	21.1202830189
巡查	1279.28571429
巡航	337.924528302
巡航导弹	182.755102041
巡回赛	688.846153846
巡逻	184.639175258
巡逻舰	2558.57142857
巡逻艇	1791.0
巡洋舰	319.821428571
巡游	746.25
循环	58.338762215
循环赛	2985.0
循环系统	2238.75
询	459.230769231
询问	51.4655172414
殉	188.526315789
训	45.2272727273
训练	15.4263565891
训练场	180.909090909
训练场地	1377.69230769
训练舰	3582.0
训练课	778.695652174
训令	1628.18181818
讯	11.1797752809
迅速	14.8138957816
丫头	663.333333333
压	25.2966101695
压倒	263.382352941
压力	10.4920913884
压迫	121.013513514
压痛	2558.57142857
压延	3582.0
压抑	105.352941176
压制	114.076433121
哑铃	2985.0
押	109.877300613
鸦片战争	471.315789474
鸭嘴龙	5970.0
崖	226.708860759
牙	83.691588785
牙齿	167.38317757
牙膏	511.714285714
牙科	1791.0
牙龈	688.846153846
牙刷	852.857142857
牙痛	3582.0
衙门	778.695652174
雅	66.5799256506
雅典	226.708860759
雅芳	3582.0
雅高	1990.0
雅虎	235.657894737
雅龙	133.656716418
雅马哈	4477.5
雅思	1119.375
亚	29.8998330551
亚军	151.779661017
亚利桑那州	1119.375
亚历山大	407.045454545
亚龙	1377.69230769
亚龙湾	1990.0
亚诺	1990.0
亚热带	814.090909091
亚太地区	157.105263158
亚泰	208.255813953
亚硝胺	1492.5
亚硝酸	2985.0
亚硝酸盐	814.090909091
亚音速	1628.18181818
亚运会	895.5
亚洲	23.1395348837
砑	319.821428571
迓	447.75
咽	115.548387097
咽喉	308.793103448
咽喉炎	1377.69230769
咽炎	1492.5
殷	436.829268293
殷铁生	1119.375
烟	68.0988593156
烟幕	1791.0
烟台	398.0
阉	188.526315789
严	82.9166666667
严查	639.642857143
严格	18.1458966565
严寒	459.230769231
严谨	127.021276596
严阵以待	1492.5
严重	10.6925373134
岩	92.3195876289
岩石	248.75
延边队	1990.0
延长	67.3308270677
延缓	248.75
延庆县	2238.75
延伸	28.383518225
延误	255.857142857
沿岸	223.875
沿海	96.2903225806
沿途	235.657894737
沿线	314.210526316
炎	104.736842105
炎热	242.027027027
炎症	170.571428571
盐	77.1982758621
盐分	2558.57142857
盐湖	1119.375
盐类	1628.18181818
盐水	639.642857143
盐田港	2558.57142857
研	47.2559366755
研读	1194.0
研发	26.8515742129
研究	6.46103896104
研究生	38.4334763948
研究所	37.2349272349
研究型	639.642857143
研究员	51.7630057803
研究者	275.538461538
研制	31.147826087
言	26.4549483013
言论	101.186440678
言谈	526.764705882
言谈举止	814.090909091
言之	4477.5
閰	151.779661017
闫	381.063829787
闫利军	2558.57142857
闫相	2238.75
闫峥	2985.0
阎晓宏	2985.0
颜色	50.8806818182
偃	165.833333333
兖	4477.5
厣	113.35443038
惔	1053.52941176
掩盖	154.396551724
掩护	179.1
掩体	716.4
掩映	814.090909091
演	57.5884244373
演出	94.2631578947
演讲	77.8695652174
演进	373.125
演练	62.4041811847
演示	184.639175258
演习	45.572519084
演习场	1628.18181818
演员	110.555555556
琰	3582.0
眼	21.4491017964
眼病	663.333333333
眼袋	1492.5
眼高手低	814.090909091
眼光	63.0633802817
眼花	852.857142857
眼疾	1791.0
眼睑	1053.52941176
眼睫毛	2238.75
眼睛	30.0503355705
眼镜	154.396551724
眼镜蛇	1194.0
眼看	139.921875
眼科	351.176470588
眼泪	138.837209302
眼里	66.828358209
眼皮	426.428571429
眼前	47.6329787234
眼球	117.058823529
眼神	138.837209302
眼下	129.782608696
眼中	65.1272727273
衍生	271.363636364
衍生物	2238.75
厌烦	358.2
厌倦	218.414634146
厌食	1194.0
厌食症	3582.0
宴	263.382352941
宴会厅	1119.375
宴请	436.829268293
焰	1791.0
焰火	995.0
燕麦	1492.5
燕窝	2238.75
验方	3582.0
验证	68.8846153846
验证台	3582.0
央行	172.211538462
扬帆	1990.0
扬戈	2985.0
扬戈维奇	778.695652174
扬科维奇	2558.57142857
扬子江	746.25
杨	66.828358209
杨晨	1990.0
杨福生	2558.57142857
杨骅	5970.0
杨慧	3582.0
杨磊	2558.57142857
杨琳	34.7766990291
杨敏	1791.0
杨明福	2985.0
杨鸣	1279.28571429
杨启鹏	1791.0
杨晴川	2238.75
杨森	1492.5
杨善	2985.0
杨善平	895.5
杨维	1990.0
杨伟	3582.0
杨霞	778.695652174
杨旭	1053.52941176
杨耀	4477.5
杨一民	1990.0
杨毅	3582.0
杨宇飞	1628.18181818
杨元庆	1628.18181818
杨振华	5970.0
杨壮	1990.0
杨卓舒	1791.0
洋葱	663.333333333
洋人	497.5
洋务	778.695652174
洋芋	2558.57142857
洋装	5970.0
炀	173.883495146
烊	157.105263158
羊	54.7706422018
羊毛	716.4
羊奶	2985.0
羊肉	314.210526316
羊水	2985.0
阳	61.5463917526
阳光	41.7482517483
阳朔	2558.57142857
阳台	344.423076923
阳痿	597.0
阳性	303.559322034
仰	229.615384615
仰卧	995.0
养	47.6329787234
养成	90.4545454545
养分	639.642857143
养护	497.5
养家	497.5
养伤	1377.69230769
养生	511.714285714
养生之道	1791.0
氧	119.4
氧化	235.657894737
氧化剂	1053.52941176
痒	190.531914894
样	48.5365853659
样本	205.862068966
样机	1279.28571429
样品	325.636363636
样式	245.342465753
样子	48.1451612903
腰	71.64
腰部	416.511627907
腰椎	814.090909091
腰围	852.857142857
邀请赛	1119.375
姚	303.559322034
姚明	511.714285714
摇	50.0279329609
摇滚乐	995.0
肴	139.921875
遥	50.8806818182
遥测	1377.69230769
遥控	398.0
遥控器	1119.375
遥望	895.5
遥远	131.691176471
咬牙	639.642857143
抭	2985.0
窈	135.681818182
耀	407.045454545
药	25.4403409091
药补	2558.57142857
药材	471.315789474
药厂	325.636363636
药典	814.090909091
药店	196.813186813
药都	1990.0
药方	688.846153846
药房	407.045454545
药费	746.25
药剂	852.857142857
药价	325.636363636
药理	1377.69230769
药片	995.0
药品	44.8872180451
药膳	2558.57142857
药师	895.5
药水	895.5
药物	37.4686192469
药效	814.090909091
药性	1990.0
药学	716.4
药业	157.105263158
药液	2238.75
药用	526.764705882
要点	114.807692308
要求	4.65920915713
要塞	639.642857143
要约	942.631578947
鹞鹰	3582.0
椰	814.090909091
椰林湾	4477.5
椰子树	1279.28571429
耶利奇	1791.0
也就是说	41.6511627907
也许	14.6803278689
冶	165.833333333
冶炼	688.846153846
野	76.8669527897
野餐	778.695652174
野蛮	319.821428571
野生	161.351351351
野外	161.351351351
野味	995.0
野心	153.076923077
野战	226.708860759
业	12.0201342282
业绩	21.5264423077
业内人士	46.1597938144
业务	9.92793791574
业务部	597.0
业务员	351.176470588
业余	123.517241379
叶	53.3035714286
叶剑英	1053.52941176
叶克勇	5970.0
叶立培	1791.0
叶刘淑仪	1791.0
叶绿素	2985.0
叶绿体	3582.0
叶酸	942.631578947
夜	26.1459854015
夜大	1377.69230769
夜间	99.5
夜景	895.5
夜晚	134.661654135
夜袭	1990.0
夜游	1628.18181818
曳	242.027027027
液	51.3180515759
液晶	165.833333333
液体	213.214285714
液压	814.090909091
液状	3582.0
腋	138.837209302
腋窝	1279.28571429
腋下	1492.5
谒	63.5106382979
页	7.71982758621
页面	484.054054054
一：	78.5526315789
一百	93.28125
一般来说	84.4811320755
一半	27.2602739726
一边	39.449339207
一边倒	559.6875
一部分	44.6633416459
一触即发	314.210526316
一锤定音	852.857142857
一代	54.2727272727
一带	88.6633663366
一等功	1492.5
一等奖	223.875
一点	8.68995633188
一定	4.89611809732
一度	48.0160857909
一帆	2238.75
一番	41.1724137931
一分	55.6211180124
一个	2.03615279673
一股脑儿	5970.0
一技之长	542.727272727
一架架	1492.5
一两	46.2790697674
一路	48.4054054054
一律	89.1044776119
一门心思	1053.52941176
一面	63.7366548043
一年期	1053.52941176
一派	407.045454545
一片片	4477.5
一期	1119.375
一齐	471.315789474
一起	9.40651260504
一气	942.631578947
一千	142.142857143
一窍不通	995.0
一日	76.8669527897
一审	436.829268293
一声令下	511.714285714
一生	43.5766423358
一时	37.7052631579
一视同仁	416.511627907
一丝不苟	688.846153846
一艘艘	2238.75
一体	80.3139013453
一体化	89.1044776119
一天到晚	577.741935484
一望无际	852.857142857
一五一十	2238.75
一下	11.8766578249
一下子	70.790513834
一向	80.3139013453
一些	3.46824167312
一药	1279.28571429
一应俱全	484.054054054
一直	5.92653871608
伊	60.303030303
伊布	2558.57142857
伊尔	663.333333333
伊尔戈斯卡斯	1492.5
伊尔库特	4477.5
伊方	4477.5
伊军	3582.0
伊拉克	65.1272727273
伊朗	78.2096069869
伊利	1194.0
伊利湖	4477.5
伊斯兰	288.870967742
伊斯兰教	577.741935484
伊万诺夫	526.764705882
伊万诺维奇	2558.57142857
依次	100.055865922
依法	63.9642857143
依附	398.0
依据	26.4940828402
依赖性	381.063829787
依然	17.7855014896
依托	90.0
医	51.0256410256
医大	942.631578947
医德	895.5
医风	1279.28571429
医护	279.84375
医科	203.522727273
医疗	28.656
医疗费	559.6875
医疗界	1628.18181818
医生	23.2597402597
医师	150.504201681
医务	186.5625
医学	37.1576763485
医学会	365.510204082
医学界	416.511627907
医学院	203.522727273
医药	42.9496402878
医药费	597.0
医用	542.727272727
医院	17.6279527559
医治	778.695652174
医嘱	542.727272727
揖	142.142857143
衣	71.9277108434
衣橱	1119.375
衣服	41.7482517483
衣原	2985.0
衣着	245.342465753
铱	229.615384615
黟县	2985.0
仪	109.207317073
仪表	168.962264151
仪表盘	1990.0
仪器	121.013513514
仪容	1377.69230769
仪式	44.8872180451
夷	92.3195876289
姨	218.414634146
宜	54.2727272727
宜宾	1990.0
宜兰	1279.28571429
宜人	398.0
彝语	4477.5
恞	716.4
沂	122.671232877
疑	88.2266009852
移动	28.6102236422
移交	255.857142857
移位	1990.0
移植	150.504201681
笫	83.691588785
胰	127.928571429
胰岛素	639.642857143
胰腺	577.741935484
胰腺炎	1990.0
诒	63.0633802817
贻误	942.631578947
遗	165.833333333
遗产	101.761363636
遗传	155.739130435
遗传性	1194.0
遗憾	46.5194805195
遗迹	248.75
遗精	1628.18181818
遗漏	61.5463917526
遗体	398.0
遗址	145.609756098
鈶	93.28125
颐	38.1876332623
颐和园	663.333333333
乙	63.7366548043
乙肝	373.125
乙级	577.741935484
乙类	3582.0
以此类推	1194.0
以后	9.57754010695
以军	942.631578947
以来	10.6164789567
以南	325.636363636
以内	81.7808219178
以前	13.9269051322
以柔克刚	1791.0
以色列	99.5
以上	6.74322289157
以往	28.5191082803
以为	22.6422250316
以下	11.8061964403
以逸待劳	746.25
倚	149.25
倚老卖老	5970.0
已	3.13440672034
已婚	242.027027027
已经	2.878033103
旖旎	1492.5
椅	168.962264151
蚁	135.681818182
义	85.2857142857
义和团	597.0
义务兵	1492.5
义务教育	194.673913043
义诊	1279.28571429
亦	26.1459854015
亿	51.613832853
佚	1377.69230769
异	83.3023255814
异常	34.8443579767
异地	201.235955056
异端	1053.52941176
异国	337.924528302
异体	1628.18181818
异味	716.4
异物	639.642857143
异性	134.661654135
弋	1492.5
役	210.705882353
意	25.0139664804
意大利	47.8877005348
意见	15.1651143099
意见书	303.559322034
意识	17.645320197
意识形态	190.531914894
意思	32.1543985637
意图	77.5324675325
意味	69.9609375
意向	116.298701299
意义	12.2839506173
意愿	73.1020408163
懿克	4477.5
懿文	4477.5
抑郁	213.214285714
抑郁症	459.230769231
抑制	66.0885608856
易	15.9058614565
易北河	1194.0
易方达	4477.5
易建联	1119.375
毅力	213.214285714
溢	168.962264151
熠	1492.5
疫病	1791.0
疫苗	344.423076923
疫情	275.538461538
疫区	1279.28571429
益	116.298701299
益邦	381.063829787
益处	337.924528302
缢	218.414634146
翼	161.351351351
翼展	746.25
艺	106.607142857
艺术	25.154494382
艺术家	143.28
艺术类	192.580645161
艺术品	259.565217391
薏	263.382352941
议	144.435483871
议案	81.7808219178
议会	182.755102041
议论	123.517241379
议论文	852.857142857
议事	365.510204082
议题	196.813186813
议员	194.673913043
译文	639.642857143
译员	1119.375
邑	746.25
因人而异	298.5
因素	11.5325177077
因子	351.176470588
茵	484.054054054
阴	102.931034483
阴部	688.846153846
阴道	213.214285714
阴道炎	688.846153846
阴茎	716.4
阴谋	238.8
阴囊	2238.75
阴性	577.741935484
阴阳	381.063829787
音乐	36.7761806982
音乐节	1628.18181818
音乐剧	1791.0
音乐厅	639.642857143
音频	398.0
音速	1628.18181818
音响	365.510204082
音效	1492.5
音质	1279.28571429
夤	161.351351351
淫	293.606557377
银	55.6211180124
银川	373.125
银行	20.8255813953
银行业	389.347826087
银联	1990.0
银牌	577.741935484
银器	2985.0
引	34.9122807018
引爆	325.636363636
引导	38.4334763948
引而不发	4477.5
引发	26.2225475842
引流	1377.69230769
引起	10.2401372213
引擎	298.5
引人注意	895.5
引入	66.0885608856
引申	471.315789474
引述	358.2
引信	1377.69230769
引用	133.656716418
隐蔽	173.883495146
隐居	814.090909091
隐身	284.285714286
隐士	942.631578947
隐私	180.909090909
隐形	172.211538462
隐形眼镜	814.090909091
隐喻	1194.0
饮	93.7696335079
饮恨	1990.0
饮酒	173.883495146
饮料	106.607142857
饮片	1990.0
饮食	47.380952381
饮食起居	1194.0
饮水	248.75
饮用	173.883495146
印	27.8105590062
印度	38.1063829787
印度教	1791.0
印度洋	242.027027027
印发	170.571428571
印军	1492.5
印尼	132.666666667
印尼盾	4477.5
印书馆	1194.0
印象	29.1693811075
印证	155.739130435
婴儿	144.435483871
婴幼儿	526.764705882
应	6.03640040445
应变	232.597402597
应酬	252.253521127
应当	26.1842105263
应对	58.5294117647
应该	5.41087613293
应急	122.671232877
应届	60.7118644068
应考	325.636363636
应力	5970.0
应聘	44.0049140049
应试	94.2631578947
应用	18.8130252101
应用题	2238.75
应用文	1194.0
应用型	852.857142857
应有尽有	559.6875
应征	639.642857143
樱	53.1454005935
樱花	716.4
英	29.5057660626
英保通	5970.0
英才	184.639175258
英超	284.285714286
英寸	213.214285714
英飞凌	2985.0
英格兰	157.105263158
英格索兰	4477.5
英国	16.1934900542
英杰	1628.18181818
英军	639.642857143
英特尔	149.25
英文	56.320754717
英雄	50.4507042254
英勇	259.565217391
英语	22.556675063
鹰	108.545454545
盈	121.013513514
盈利	44.2222222222
盈余	447.75
营	50.8806818182
营长	542.727272727
营房	597.0
营区	407.045454545
营销	34.5752895753
营养	41.3625866051
营养品	778.695652174
营养师	995.0
营养素	331.666666667
营养学	484.054054054
营养液	1053.52941176
营业	90.4545454545
营业部	526.764705882
营业厅	746.25
营业执照	235.657894737
营运	180.909090909
赢	30.82616179
赢得	31.3660245184
赢利	161.351351351
迎宾	1194.0
迎接	70.5118110236
迎来	60.5067567568
迎头	2558.57142857
迎新	2985.0
迎战	120.201342282
影	87.3658536585
影碟机	2985.0
影片	145.609756098
影响	5.04507042254
影像	184.639175258
影音	617.586206897
影子	145.609756098
颍	55.6211180124
硬	39.1048034934
硬功	2238.75
硬化	497.5
硬件	74.9372384937
硬结	1791.0
硬盘	308.793103448
硬卧	2238.75
硬着头皮	597.0
硬座	1279.28571429
唷	95.2659574468
佣金	471.315789474
拥	35.5357142857
拥护	293.606557377
拥有	8.86194952994
雍	144.435483871
雍颖	4477.5
饔	82.1559633028
勇	93.28125
勇夺	663.333333333
勇敢	94.2631578947
勇气	75.8898305085
勇士	319.821428571
勇于	173.883495146
咏崴	4477.5
恿	129.782608696
永	63.2862190813
永乐	314.210526316
永图	3582.0
永远	24.6016483516
泳联	1119.375
甬	2558.57142857
用餐	218.414634146
用地	526.764705882
用功	663.333333333
用工	497.5
用户	19.1346153846
用户数	639.642857143
用力	267.313432836
用量	426.428571429
用率	1053.52941176
用品	97.3369565217
用人	44.3316831683
用途	86.1057692308
用药	407.045454545
用友	1377.69230769
用于	16.7696629213
优等	5970.0
优厚	373.125
优化	63.0633802817
优惠	46.5194805195
优美	108.545454545
优柔寡断	1053.52941176
优势	11.0829207921
优先	48.4054054054
优秀	18.2941777324
优选	942.631578947
优异	120.201342282
优于	201.235955056
优质	48.2749326146
幽谷	1791.0
幽静	852.857142857
幽门	3582.0
幽深	1119.375
幽雅	852.857142857
忧郁	242.027027027
悠久	128.848920863
悠闲	259.565217391
尤杯	639.642857143
尤杯赛	2985.0
尤伯杯	143.28
尤纳斯	2558.57142857
尤其	9.93895671476
尤万	2985.0
尤文	319.821428571
尤文图斯	484.054054054
油	39.1048034934
油饼	2238.75
油菜花	1377.69230769
油茶	2558.57142857
油船	2558.57142857
油画	416.511627907
油价	248.75
油料	814.090909091
油腻	426.428571429
油气	852.857142857
油气田	852.857142857
油酸	1990.0
油箱	995.0
油性	716.4
油烟	1377.69230769
油脂	331.666666667
游	20.2144469526
游程	1492.5
游船	459.230769231
游行	298.5
游击	746.25
游击战	814.090909091
游记	597.0
游客	21.1952662722
游览	94.2631578947
游乐	542.727272727
游乐场	942.631578947
游乐园	778.695652174
游轮	995.0
游人	129.782608696
游刃有余	351.176470588
游艇	617.586206897
游玩	145.609756098
游戏	26.8515742129
游戏机	275.538461538
游弋	663.333333333
游艺	1492.5
游泳	144.435483871
游泳池	459.230769231
游园	1053.52941176
游资	1194.0
犹	93.28125
犹他州	2558.57142857
犹犹豫豫	4477.5
犹豫	109.877300613
犹豫不决	542.727272727
由此及彼	3582.0
疣	1377.69230769
